X,Y
474.1878904,5709.254685
1391.95559,16722.46708
973.8147033,11704.77644
2639.86747,31697.40963
1619.939613,19458.27535
1697.509361,20389.11233
375.347612,4523.171344
1398.049106,16795.58927
1922.341687,23087.10024
903.0263809,10855.31657
1430.52289,17185.27468
1251.063534,15031.76241
1627.916899,19554.00279
-207.5432099,-2471.518519
674.6636193,8114.963432
417.4314838,5028.177806
511.7926151,6160.511382
692.8993031,8333.791637
864.0281667,10387.338
2060.716777,24747.60133
29.77337584,376.28051
835.0468962,10039.56275
1640.267454,19702.20944
465.3892457,5603.670948
1330.294253,15982.53103
1268.016653,15235.19984
-109.9011832,-1299.814199
1182.245915,14205.95098
1118.827478,13444.92974
1592.395171,19127.74206
1235.09953,14840.19436
646.8819421,7781.583306
1066.0327,12811.3924
1724.950908,20718.4109
1333.04384,16015.52608
838.74903,10083.98836
1079.609405,12974.31287
1505.573415,18085.88098
838.0900917,10076.0811
440.0023263,5299.027915
1045.584533,12566.0144
1769.761336,21256.13603
1505.094875,18080.1385
2050.690184,24627.2822
1561.804683,18760.6562
1223.235058,14697.8207
787.2176472,9465.611766
2399.715431,28815.58517
973.0533675,11695.64041
1688.769705,20284.23646
1122.305213,13486.66256
1007.173977,12105.08773
60.51434143,745.1720971
1302.867086,15653.40504
1691.069966,20311.83959
1242.498465,14928.98158
1062.827329,12772.92795
1561.177136,18753.12563
1281.634525,15398.6143
1580.6884,18987.2608
1191.759369,14320.11243
1071.131107,12872.57328
1272.829467,15292.95361
1305.066109,15679.79331
1151.972914,13842.67497
1057.137419,12704.64902
64.59416683,794.1300019
157.8878546,1913.654255
1233.340283,14819.0834
704.7885097,8476.462116
888.3773137,10679.52776
270.5836311,3266.003573
806.0011085,9691.013302
905.6467875,10886.76145
1449.898089,17417.77707
1563.287569,18778.45083
1566.897063,18821.76475
749.6637244,9014.964693
470.6960735,5667.352882
8.849588224,125.1950587
-257.4418857,-3070.302628
2138.652984,25682.8358
557.8104627,6712.725552
1294.787635,15556.45162
1540.015486,18499.18583
1361.985957,16362.83149
686.710659,8259.527908
695.2181165,8361.617399
1405.743177,16887.91813
667.6519349,8030.823219
1283.801342,15424.61611
-98.15104056,-1158.812487
1304.080999,15667.97199
1387.808371,16672.70045
1694.589311,20354.07173
1547.866054,18593.39265
469.8371605,5657.045926
866.6754627,10419.10555
916.1478026,11012.77363
677.5700599,8149.840719
1386.817463,16660.80956
639.0150203,7687.180243
1029.14507,12368.74084
763.6120146,9182.344175
1124.627101,13514.52521
1004.232668,12069.79201
1779.780126,21376.36151
822.7681494,9892.217793
1005.668699,12087.02438
538.8591657,6485.309988
1178.937827,14166.25392
1269.340014,15251.08017
836.2875031,10054.45004
1404.998519,16878.98223
1285.061133,15439.7336
618.5778235,7441.933882
-55.87715957,-651.5259149
1471.71487,17679.57844
842.0269364,10123.32324
1542.609008,18530.3081
-287.9944119,-3436.932943
1062.420943,12768.05132
1377.55356,16549.64272
699.9172588,8418.007105
332.4129594,4007.955512
529.111652,6368.339824
1014.66479,12194.97748
1162.486367,13968.83641
1484.364988,17831.37986
1095.000594,13159.00713
1656.257172,19894.08607
1125.732139,13527.78567
1327.409384,15947.91261
1658.379512,19919.55414
534.5566102,6433.679323
632.0593934,7603.71272
1307.711666,15711.53999
1203.947549,14466.37059
-105.1734471,-1243.081365
785.0685046,9439.822056
204.3646685,2471.376022
1645.437067,19764.24481
1753.074949,21055.89938
1260.032208,15139.3865
1143.871451,13745.45741
1454.181146,17469.17376
1463.067141,17575.8057
1668.055966,20035.67159
1263.294133,15178.52959
459.0505979,5527.607175
621.7139386,7479.567264
232.2512906,2806.015487
687.1181144,8264.417373
859.3488852,10331.18662
1694.22632,20349.71584
739.9842318,8898.810782
1036.512026,12457.14431
939.1365531,11288.63864
1686.002729,20251.03275
394.4496161,4752.395393
639.2478823,7689.974588
776.3824297,9335.589157
1281.136205,15392.63447
332.9447822,4014.337386
617.6062141,7430.27457
848.6823489,10203.18819
1326.565818,15937.78982
1380.375496,16583.50596
798.0845692,9596.01483
587.9980704,7074.976844
434.9491124,5238.389349
2134.676972,25635.12366
1299.088506,15608.06207
1297.895062,15593.74074
1692.799133,20332.5896
826.0722593,9931.867111
1314.227257,15789.72708
974.8595599,11717.31472
1224.105987,14708.27185
771.7423975,9279.90877
253.6165252,3062.398302
1313.101483,15776.2178
1363.49497,16380.93964
2649.170868,31809.05042
517.7701274,6232.241529
2254.318681,27070.82417
643.8226412,7744.871695
656.1519511,7892.823413
1685.456403,20244.47684
-83.37147721,-981.4577265
1396.75838,16780.10056
993.5199761,11941.23971
1124.162188,13508.94626
946.0303094,11371.36371
131.1379093,1592.654911
1530.023828,18379.28594
1223.194378,14697.33253
1644.561815,19753.74178
1580.270134,18982.24161
908.0140851,10915.16902
724.6895793,8715.274952
1219.088559,14648.06271
1226.96026,14742.52312
321.9211199,3882.053438
944.6300359,11354.56043
680.9615525,8190.53863
945.7369569,11367.84348
798.1188432,9596.426119
1791.739942,21519.87931
1548.306617,18598.67941
978.2681458,11758.21775
1069.016001,12847.19201
1731.083704,20792.00445
1418.211407,17037.53689
722.1777407,8685.132888
2192.278011,26326.33614
1252.801126,15052.61352
1106.412951,13295.95542
684.7934108,8236.52093
1382.4627,16608.5524
778.7774846,9364.329815
1304.809305,15676.71167
239.1493848,2888.792618
569.1837548,6849.205058
949.3391497,11411.0698
1189.134386,14288.61263
1443.874206,17345.49047
553.5789157,6661.946988
1432.112996,17204.35595
846.1696817,10173.03618
213.3518286,2579.221943
1636.69972,19659.39664
1539.733459,18495.80151
-39.65520247,-456.8624296
572.7806906,6892.368287
2308.09893,27716.18715
1574.199438,18909.39326
695.803326,8368.639912
7.701474764,111.4176972
850.7842062,10228.41047
828.4474827,9960.369793
687.2770246,8266.324296
879.1623567,10568.94828
1127.016047,13543.19256
1875.094783,22520.1374
684.6422135,8234.706563
812.4467558,9768.361069
1171.152306,14072.82767
528.9487062,6366.384474
147.6562688,1790.875225
1025.127681,12320.53217
655.4680419,7884.616502
1681.857164,20201.28596
587.7538537,7072.046245
1636.184526,19653.21431
608.8629592,7325.35551
1463.259922,17578.11906
1661.43398,19956.20775
1686.052804,20251.63364
2208.43112,26520.17345
804.1587201,9668.904641
817.4349124,9828.218949
658.8608041,7925.329649
1136.750181,13660.00217
754.944751,9078.337012
1610.958902,19350.50683
753.5935119,9062.122143
1073.345497,12899.14597
1374.580847,16513.97016
736.9275451,8862.130541
1154.834048,13877.00858
762.7336655,9171.803986
1003.166131,12056.99358
639.7149739,7695.579687
1200.475507,14424.70608
1083.378424,13019.54108
1118.316171,13438.79405
1484.325278,17830.90334
1027.275942,12346.3113
984.2501911,11830.00229
311.5350301,3757.420361
1430.274306,17182.29168
280.3689808,3383.42777
879.3403564,10571.08428
1710.416653,20543.99984
1298.583463,15602.00155
1666.352508,20015.23009
1624.677208,19515.1265
227.8508302,2753.209962
1018.520834,12241.25001
486.1112992,5852.335591
500.2434591,6021.921509
782.7299062,9411.758875
1554.99502,18678.94025
1411.382877,16955.59452
1432.902822,17213.83386
1480.890249,17789.68299
725.3710871,8723.453046
1541.684313,18519.21176
1591.214514,19113.57416
687.6942322,8271.330787
1294.791004,15556.49205
1253.89182,15065.70184
878.842991,10565.11589
1447.461276,17388.53531
549.7903739,6616.484487
761.6592245,9158.910694
1144.044081,13747.52897
955.1063842,11480.27661
-27.34902128,-309.1882553
1022.472858,12288.67429
1305.077029,15679.92435
946.4732923,11376.67951
1136.157177,13652.88612
1667.066926,20023.80311
582.0690287,7003.828344
942.7149396,11331.57928
423.5812512,5101.975014
518.2373049,6237.847658
950.2320906,11421.78509
1282.085818,15404.02981
33.89093717,425.6912461
1133.513495,13621.16194
193.8174446,2344.809336
758.8486113,9125.183335
1170.622475,14066.4697
1591.301183,19114.6142
893.8791576,10745.54989
554.2409205,6669.891045
1290.71836,15507.62032
1072.921749,12894.06099
176.2489111,2133.986934
-710.5602471,-8507.722965
1603.923429,19266.08115
1078.144673,12956.73608
1790.666088,21506.99306
1106.590264,13298.08317
865.1821892,10401.18627
1014.912179,12197.94614
1367.829776,16432.95732
1496.165599,17972.98718
1534.534756,18433.41707
822.6337494,9890.604993
349.7663858,4216.196629
351.300388,4234.604656
1063.693309,12783.31971
586.3862071,7055.634485
647.4072215,7787.886659
1358.191085,16317.29303
676.8138225,8140.765871
310.5088921,3745.106706
904.2772513,10870.32702
706.0914252,8492.097102
565.7979874,6808.575848
1155.613719,13886.36462
1592.070277,19123.84332
666.0728226,8011.873872
203.2047222,2457.456666
675.0035327,8119.042392
951.9996265,11442.99552
630.0965524,7580.158629
811.489324,9756.871888
557.4660013,6708.592015
1975.971884,23730.66261
985.5147871,11845.17744
729.8741594,8777.489913
1383.606222,16622.27466
530.4288391,6384.14607
943.5753911,11341.90469
1445.298034,17362.5764
-23.33122733,-260.974728
1408.990707,16926.88848
1102.947004,13254.36405
940.6721334,11307.0656
1213.933599,14586.20318
811.2128174,9753.553809
1175.340817,14123.0898
479.4713023,5772.655627
870.7829115,10468.39494
173.9105701,2105.926841
1162.962152,13974.54582
1251.071768,15031.86121
720.0351215,8659.421457
467.7476092,5631.97131
1084.351754,13031.22105
1348.75703,16204.08436
487.0234755,5863.281706
1784.345491,21431.1459
2303.464209,27660.57051
1262.825725,15172.9087
728.612372,8762.348464
635.6499865,7646.799838
1101.717143,13239.60571
1018.179326,12237.15191
1337.193767,16065.32521
2165.045667,25999.548
1322.792848,15892.51418
1951.788927,23440.46712
753.9950525,9066.94063
-342.876435,-4095.51722
1366.61341,16418.36092
1102.371438,13247.45725
1175.309656,14122.71587
1355.455176,16284.46212
98.77210939,1204.265313
